SampleType	SampleID	Drug	AKT308	AKT473	ATF2	AXL	bCATENIN	CHK1	CHK2	cJUN	cKIT	cMET	cRAF	EGFR	ERK/MAPK	FAK	FGFR1	FGFR2	FGFR3	FLT3	GSK3a	GSK3B	HER2	HER3	HER4	HSP27	HSP27(total)	IGF1R	IGF1R (pan TYR)	IR	IR (pan TYR)	IRS1	JAK1	JNK	LCK	MEK1	MSK1	mTOR	NFkB	p38	p53	p70S6K	PDGFRa	PDGFRb	PRAS40	PTEN	Rb	RET	RPS6	SRC	STAT1	STAT3	STAT5A/B	TSC2	VEGFR2
Cellline	HCC827	Everolimus	0.23027021	0.363345509	0	0	0	0	0	0	0	0	0	0.220242749	0	0	0	0	0	0	0.299179598	0	0	0	0	0	0	0	0	0	0.502060631	0.30036529	0	-0.240259117	0	-0.240587505	-0.329305336	0.431592259	-0.611068315	0	-0.203701251	-0.629123588	-0.809141057	0	0	0.284291496	-0.503572666	0	-0.524309807	0	-0.305380253	0	0	0.411325386	0
Cellline	PC9	AZD5363	2.523029784	1.871941737	0	0.068409111	0	0	0.099385424	-1.070130811	0	0	0	-2.097980466	-0.421032664	0.255558185	0.148990059	0	0.097281121	0	-0.819136203	-0.906159606	-0.588426083	-1.629984145	0	0	-0.06735611	0	-0.319334166	0	-1.015737894	-0.984885876	0.378806893	0	0.127606509	-1.481255724	0	0	0	0	0	-1.355334494	0	-0.481933433	-1.995579677	0	0	0	-1.583990704	0.302890426	0	0	0	-1.469739717	0
Cellline	PC9	GDC0941	0	-0.183314158	0	0.230366904	0.290351071	0.346787797	0.40997099	0	0.088428179	0	0.321629548	0	0	0.409691574	0.250593609	0.29540195	0.359174797	0	0	0	0	0	0	0	0	0	0	-0.378170041	0	0.325026984	0	0.291929512	0	0	0	0	0	0	0	-0.664908006	0	0.067156929	-0.258537497	0	0.360841573	0.422006055	-1.023224944	0.061471012	0	0	0	0	0
Cellline	PC9	Gefitinib	0	-0.700349713	0	0.304736261	0.271720197	0.435515524	0.340748496	-0.691458597	0.34538895	0	0.340611255	-1.697617509	-0.601426646	0.26028468	0.334993845	0.396426825	0.421838752	0	0	-0.687004311	0	-1.119895324	0	0	0	0	0	0	0	0	0	0	-0.12490748	0	0	-0.37538819	0	0	0	-1.112172937	0	0.259263705	-1.049894913	0	0	0.429643796	-1.455921197	-0.086391118	0	0	0	-0.887989333	0.380492751
Cellline	PC9	Trametinib	0	0	0	0.465315101	0.441245022	0.455636114	0.539445958	-0.584103763	0.458301356	0	0.483970275	0	-0.46418853	0.504222299	0.467960085	0.538986639	0.461978055	0	0	0	0	-0.179160588	0.420091997	0	0	0	0	-0.74975988	-0.636352751	-0.677513535	0	0	0	0	0	0	0	0	0	-0.204842448	0	0	0.437660544	0	0.379586763	0.47155531	-0.563742693	-0.033582187	0	0	0	0	0.510083898
Cellline	PC9	Everolimus	0	0.44640514	0.824471869	0.242993993	0.162263034	0	0.254115052	-0.97938918	-0.363121104	0	0.13783322	-0.472326633	-0.532608262	0.273144983	0.178793075	0.19281301	0.309194135	0	1.464779523	1.495957808	-0.43600378	-0.863215536	-0.418730011	0	0.168845691	0.518156868	0.182144064	0	-1.47845113	0.864250077	0	0.33494771	0.122267718	0.970925316	0	1.483786266	0	1.063868777	0	0.41614727	0	-0.327848082	0	1.485695633	0	0	0.731045607	1.437314404	-0.425163089	0.562457538	0	1.216975642	0
Cellline	SKLU1	AZD5363	3.252334822	3.313195389	0	0	0.146484483	0	0.341388292	0	-0.541601951	0	0.1544076	0	0.172710311	0	0	0.294339444	0.255281514	0	0	-0.73564793	0	0.518174486	0	0.576626466	0	0	0	0	-0.83307436	0	0	0.424045149	0.433275634	0	0	0	0	0	0	1.066268705	0	-0.414870274	0	0	0.275204386	0.388331603	0	0	0	0.815855035	0.281879098	0	0
Cellline	SKLU1	GDC0941	-0.077256163	0	0	0	-0.15912985	0	-0.066849482	0	0.03945538	-0.821440537	0.077910513	0	-0.152483037	0	0	0.107156671	0.187246006	0	0	-0.61103836	-0.743398581	0	0	0.716033038	0	0	0	0	0	0	0	0.40109753	0	0	0	0	-0.273078646	0	-0.294965961	-0.33786223	0	0	0	0	0	0.126692097	0	0	0	0.723157472	-0.213577634	-0.713651237	0
Cellline	SKLU1	Gefitinib	0	0	0	0	0	0	0.257070044	0	-0.177442008	-0.549422111	0	-0.531758358	0	0	-0.156927181	0.295588466	0	-0.122979849	0.736842493	0	0	0.366013593	0	0	0	0	-0.774289359	0.722594395	-0.818125268	0	0	0.220603751	0	1.1694032	0	0	-0.264094626	0.494303939	0	0.708596495	0	-0.301196152	0	0	0	0	0	0	0	0	0.318247174	0	0
Cellline	SKLU1	Trametinib	-0.177104631	0	0	0	0	0	0	0	-0.138644534	-0.634407857	0	0	-0.377976637	0	0	-0.107714121	0	0	0.529	0	0	0.21063852	0	0	0	0	0	0	0	0	0	0.284906714	0.316624288	0	0	0	-0.139920207	0	0	0.513223354	0	-0.222958309	0	0.605907597	0	0	0	0	0	0.670070138	0.411406937	0	0
Cellline	SKLU1	Everolimus	0	0.404110168	0	0	0	0	0.064348226	0	-0.061606047	-0.975682002	-0.111472758	0	0	0	-0.287731188	0	-0.291035251	0	0	0	0	-0.519677916	0	0.821504272	0	0	0	-0.343669359	0	0	0	0	0	0	0	0	0	0	-0.548575821	-1.761190771	0.602959093	-0.237886229	0	0	0	0	-2.156087182	-0.418414557	0	0.650247086	-0.268786019	0	0
