CellLine,ContinousSensitivity,Mutation_Status,Drug,AKT308,AKT473,ATF2,AXL,bCATENIN,CHK1,CHK2,cJUN,cKIT,cMET,cRAF,EGFR,ERK_MAPK,FAK,FGFR1,FGFR2,FGFR3,FLT3,GSK3a,GSK3B,HER2,HER3,HER4,HSP27,HSP27_total,IGF1R,IGF1R_panTYR,IR,IR_panTYR,IRS1,JAK1,JNK,LCK,MEK1,MSK1,mTOR,NFkB,p38,p53,p70S6K,PDGFRa,PDGFRb,PRAS40,PTEN,Rb,RET,RPS6,SRC,STAT1,STAT3,STAT5A_B,TSC2,VEGFR2
H2030,0.424473243,KRAS_mutant,Vemurafenib,0,-1.574959983,0,-0.669189795,0,-0.718371228,-0.351854928,-1.94301311,0,0.489284406,-1.046446242,0,1.361465611,0,-0.776712414,-0.967955592,-1.152896366,0,-1.168478485,-1.231485179,0.388993987,0.354972638,0.685798195,-0.88304464,-0.146312481,0,0,0,0.342167667,0,-1.868219486,0,-0.884544791,0,0.772448152,0.257044847,0,-0.107257614,-0.172300616,-1.434343622,0.474852301,0.566805211,-2.423217176,-0.88871514,-0.598800852,-0.897636836,-1.354221873,0,-0.585973865,-0.455779919,0,-1.472155748,0.526759111
H2087,0.491867132,BRAF_mutant,Vemurafenib,-0.683614622,0,1.680423931,0.320407191,0.534198399,0,0.418305514,0,0,-0.525956111,0,0,-0.840064702,0,0,0,0.169861062,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.141309746,0,0.430836461,-0.360433356,0,-0.893513043,-0.418509821,0.491439636,0,-2.593208357,0,0,0,0,0,0,-4.903200225,0,0,-0.576842259,0,-0.629500968,0
H2122,0.253992514,KRAS_mutant,Vemurafenib,0.497047447,-0.507960228,0,0,0,0.222356068,0.110631201,0,0,0,0.419862161,-0.483781866,1.658151199,0.25571119,0.448129918,0.147581565,0.34386086,0,0,-1.054526623,-1.130356209,-1.446670697,-1.228490528,0,-0.582343411,-0.58502169,0,0,-0.471761678,-0.20585007,0,0,0.245977231,0,0.773049114,-0.300788787,0,0.600787244,0,-0.27497877,0,-1.007001768,0,-0.340092504,0,0.453185141,-1.293709917,-1.588070564,0,0.19210485,0,-1.069082053,-0.718117343
H2228,1,ALK_mutant,Vemurafenib,0,-0.661588029,1.328754373,1.091791994,0.517659821,1.852135665,0.813361919,0,0,0,0.661685374,0,0,0,0.71757579,0.769367809,0.430073202,0,1.125507776,0.425424763,0,-0.50142602,-0.916062715,0.287992002,0,0,0,0,0,1.181656135,0.789759158,0,1.12202595,1.19725791,0.381285432,-0.272271036,0,0.119856859,0.415136782,-1.12371202,0,0,0,0,0,1.351301435,-2.240976548,0,0,0.314486004,0,0,0
H2291,0.47470045,KRAS_mutant,Vemurafenib,0,0,0.339416498,0.684145352,0.247536821,0.823219911,0.576921283,-1.239233913,0,0,0.622498223,0,0.553040473,0.3213647,0.517138791,0.758035726,0.621520538,0,0,0,0,0,0,0,0.346474591,0,0,0.518553905,0.559279164,0,0.629063728,-0.417161927,0.802920828,0.807199401,0,0,0,0,0,0,0,1.173645812,0,0,0.278722329,0.676374018,-3.109364161,0.485829011,-0.360314193,0.503569732,0.477429171,0,0.479520759
H23,0.108961543,KRAS_mutant,Vemurafenib,0,-0.487489669,-0.776350946,-0.22925009,0,-0.247560347,0,-1.37434535,0,0,0,0.385176777,0.327820253,-0.295228279,0,-0.137360374,0,0,0,-0.334312518,-0.135611191,0,-0.30719351,0,0,0,0,0,0,0,0,-0.324777823,0,1.063418741,0.144381575,-0.030376161,-0.55671311,0.164762677,-0.367330486,-0.728205177,0,0.280369445,0,0.166895773,0,-0.226571416,-2.271558775,-0.18243848,0,0,0.156974197,-0.29567653,0.507888773
H2347,0.692781456,KRAS_mutant,Vemurafenib,-1.157367204,-1.031859231,0,0.313419471,0.07776526,0,0,-1.634929806,0,0,-0.300976905,0,0.148046735,0.822760231,-0.304988028,0,-0.466555256,0,0,0,0,-0.948213807,0,0.251596678,0.10024076,0,0,0,0,0,-1.134941592,-0.619117382,-0.230360705,0,0,0,0,-0.545699141,-0.548461036,-1.016945817,-0.457227454,-0.854982779,-1.618917488,-1.072267228,-0.124427453,-0.270141901,-3.254203842,0,-0.540555838,0,-0.435271719,-1.180659892,0
H3122,0.707219491,Wild_type,Vemurafenib,0.437493353,0,0,0.529352889,0.250437177,0.433857689,0.289640865,0,0,0,0.31885408,0.417865798,0,0.698595194,0.374634583,0.489078811,0.293807628,0.388691518,0.529473178,-0.189002982,-0.831274166,0.199422631,0,0.232856171,0.279776106,0.322135749,0,0.366665212,0.411996985,0,0,0,0.485149554,0.903019323,0,0.085555454,0,-0.453667175,-0.345375793,-1.295459315,0.162328063,-0.738164762,-1.29240808,0.404234025,0.306815938,0.292035476,-3.833904422,0,-0.416236667,-0.219344618,-0.522060985,0,0
H358,0.42102662,KRAS_mutant,Vemurafenib,-2.159509121,-1.310512475,-0.233687124,0.330356962,0,0,0,-1.098391645,0,0,0,-0.37066224,1.155051889,0.821523471,0,0,0,0.312339299,0,0,-0.442236389,-0.677276219,0,0,0,-0.560526151,0,0,-0.549043771,0,0,0,0,1.068905914,1.194167036,0,-0.12915654,0,0.704573447,-1.723380942,-0.586508233,0,0,0,0,0,-3.459349748,0.171415652,0,0,0.348786078,-1.63668678,0
H441,0.68245197,KRAS_mutant,Vemurafenib,-0.699909582,-0.494210609,0.770667398,0,0,0,0,-0.149470957,0.167169307,0,0,0,1.005713738,0,0,0,0,0,0,0,0.202479621,-0.436875176,0.196153231,0,0,-0.155300035,0,0,0.254575759,0.573901308,0,-0.546878562,0,2.336843112,0.505081817,-0.150972621,0,0,-0.386600869,-0.413925735,-0.384752445,0,0,0,0,0,-2.633423937,0.285826693,-0.508299335,0,0.288813458,0,0
H522,0.842847427,Wild_type,Vemurafenib,0,-0.602096324,1.800719835,-1.299018498,-0.65299226,-1.288021352,-0.570687196,0.319175088,-0.488676973,0.452160955,-0.635093871,0.867198454,-0.63825434,-1.407713963,-1.55895333,-1.511873548,-1.716221882,0,-0.529532659,-1.39975952,0,0,-0.509771004,0,0,0.198481161,0,0.439070955,-0.470159681,0,-1.293605421,-0.442481095,-1.335148025,-0.430665755,-0.075236258,-0.27034977,0,0,0.255763742,-0.751437746,-0.422308163,0.608596294,-1.872182795,-0.45870149,-0.646045658,-1.401912942,-3.557919541,0,0,0.489707026,0.356430498,0,0
H820,0.753989994,EGFR_mutant,Vemurafenib,0.706251833,-0.650458251,-0.619437574,0.505477364,-0.196515219,0,0,-3.403638798,0,0,0,0,-1.210781927,0.407145407,-0.154710302,0.188440864,-0.289391762,-0.789962075,-0.87238202,-0.927935302,-0.499674501,0,0,0,0,0,0,0,0,0,-1.341522495,-0.68715127,-0.063864181,-1.873611944,-1.176917033,-0.95377095,-0.304551569,-1.339379897,-0.365494741,-2.335920896,0.961844839,-0.674055612,-1.467238512,-0.760118635,-0.181881705,-0.239125358,-4.913183322,-0.237758993,-0.828205802,-0.198746397,0,-1.73339334,0
HCC2935,0.792884899,EGFR_mutant,Vemurafenib,-4.339943683,-3.316634617,0,-0.308839563,-0.466039702,-0.735313147,-0.299793067,-1.647969478,0,-0.246078234,-0.625146194,0,-1.487771753,-0.538990668,-0.545729983,-0.455618101,-0.457426504,0,-1.175960473,-1.509639267,-0.296311116,-0.319413263,0.431569785,0,-0.066058977,-0.508617019,0,-0.615151833,0,0,0,-0.290764948,-0.581325232,0,0,-0.797724937,-0.237059482,0,0,-1.797565426,0,-0.693512882,-2.294073883,-0.388954196,-0.590722885,-0.747442581,-6.516430259,-0.591637606,0,0,0,-1.186465891,-0.136532606
HCC4006,0.55178771,EGFR_mutant,Vemurafenib,-0.10880672,0,-0.532513082,-0.478092339,0,0,0,-1.364370839,0,0,0,0,-1.91857351,-0.253336902,-0.212010538,-0.216379119,0,-0.717046057,1.755578934,0,-0.272013817,0.464951777,0,-1.052340898,0.204436665,0.492173245,0,0.270326334,0,0,0,0,0,0,-0.919119372,-0.345796393,0,0,0,-1.196767923,0,0,-1.525732941,0.339737432,0.100397929,0,-2.491685883,0,-0.763762556,-0.741155561,0,-0.569722485,0
HCC44,0.442904975,KRAS_mutant,Vemurafenib,0,-0.723518485,-0.617143289,0,-0.078110727,0,0,-2.024640951,0,0,0,0,-0.317836364,0.188941011,0,0,0,0,-0.726763392,-1.195580402,-0.689767946,0,0,0,-0.262081656,-0.731019682,0.426124853,0,0,-0.627157811,0,0,0,0,-0.61147454,0,-0.61561427,0,0.29452797,-1.212589154,0,0,-1.443865198,-0.57733551,0,0,-5.451568314,-0.517939875,-0.593377451,-0.717528047,0,-1.973070083,0
HCC827,0.718740259,EGFR_mutant,Vemurafenib,0.674422749,0,0,0.659675936,0.487351789,0.658329984,0.387444524,-1.403399586,0.750091706,0.596742186,0.584808231,0.580299299,0.543539054,0.611088512,0.743803413,0.629905819,0.671288082,0.66847794,1.342391364,0,0.623535817,0,1.035493924,0.330746166,0.710760741,1.149103781,0.386334711,1.022693139,0.61767934,1.303036385,0,0.328822253,0.923219975,0.715390083,0.885553298,0.834247014,0.579618009,0.433499819,0.206002895,-0.248582897,0.592442049,0.337797217,0,0.951662334,0.553847126,0.534411861,-1.258741288,1.184108419,-0.611938544,-0.445237457,0.627411384,0.584413675,1.001546592
PC9,0.335697214,EGFR_mutant,Vemurafenib,0,-0.39053231,0,0.192225809,-0.078545809,-0.215158368,0,-1.510127248,0,0,0,-0.915022044,0,0.330508575,0.146934774,0.097065464,0.151870203,0,1.017132515,0,-0.446308712,-1.658910826,-0.321091812,0,-0.090007938,0.641106155,-0.39887032,0,-1.200658798,0.550951577,-0.417892263,0,0,1.156787793,0,1.112994,0.334515384,0,0,0,0,-1.015549341,0,0.99160764,0,0,0,0.020451947,0,0,-0.292771435,0.323867849,0
SKLU1,0.376027767,KRAS_mutant,Vemurafenib,0.466558664,0,0,1.340784103,0.64342782,0.750962064,0.566298141,0,0.333929826,0,0.483496179,0.842109952,0.367872817,1.098710273,0.50824999,1.823736013,0.557185017,0.899353904,0,0,0,1.140419833,0,0.750962064,0,0,0,0.348137249,0.541243473,1.213361106,0,0,0.775971488,0,0,0.339688705,0.857330689,0,-0.494502188,0,0,-0.242657848,0,0,0.456726401,0.623840559,0,0,0,0.725382334,0,0.832239708,0
